procurement_id,procurement_date,day_of_week,is_sunday_procurement,school_id,vendor_name,vendor_group,food_category,raw_grain_type,quantity_kg,total_cost_inr,cost_per_kg,payment_status
MDM007221,2025-08-15,Friday,0,SCH0548,S. Agro Works,Singh Group,Rice,Chawal,27.8,1112.0,40.0,PENDING
MDM005707,2025-08-15,Friday,0,SCH0549,Kumar Supplies,Kumar Supplies Group,Pulses / Dal,Pulses,56.3,5067.0,90.0,PAID
MDM006590,2025-08-16,Saturday,0,SCH0010,Singh Brothers,Singh Group,Pulses / Dal,Pulses,57.9,5211.0,90.0,PAID
MDM007433,2025-08-16,Saturday,0,SCH0024,Kumar Supplies,Kumar Supplies Group,Rice,Chawal,,,,
MDM002504,2025-08-16,Saturday,0,SCH0025,Singh Brothers,Singh Group,Mustard Oil,Cooking Oil,37.4,4488.0,120.0,PAID
MDM003400,2025-08-16,Saturday,0,SCH0048,Kumar & Co.,Kumar Group,Wheat,WHEAT,56.3,1689.0,30.0,PENDING
MDM002624,2025-08-16,Saturday,0,SCH0055,Kumar General Store,Kumar Group,Pulses / Dal,Dal,15.3,1377.0,90.0,PENDING
MDM005813,2025-08-16,Saturday,0,SCH0090,Goyal Rice Mill,Goyal Group,Mustard Oil,Cooking Oil,56.1,6732.0,120.0,DUE
MDM001540,2025-08-16,Saturday,0,SCH0094,Kumar General Store,Kumar Group,Pulses / Dal,dal,28.4,2556.0,90.0,PAID
MDM009506,2025-08-16,Saturday,0,SCH0100,Goyal Enterprises,Goyal Group,Pulses / Dal,Pulses,22.3,2007.0,90.0,PAID
MDM003202,2025-08-16,Saturday,0,SCH0118,S. Agro Works,Singh Group,Wheat,Wheat,27.0,810.0,30.0,PENDING
MDM004500,2025-08-16,Saturday,0,SCH0159,Singh Agro,Singh Group,Mustard Oil,Mustard Oil,27.5,3300.0,120.0,PAID
MDM011422,2025-08-16,Saturday,0,SCH0172,Kumar Supplies,Kumar Supplies Group,Rice,chawal,,2104.0,,PAID
MDM006641,2025-08-16,Saturday,0,SCH0177,Kumar Supplies,Kumar Supplies Group,Rice,Chawal,,852.0,,PENDING
MDM004235,2025-08-16,Saturday,0,SCH0221,Sharma & Sons,Sharma Group,Wheat,gehun,15.6,468.0,30.0,PAID
MDM002730,2025-08-16,Saturday,0,SCH0237,Kumar & Co.,Kumar Group,Wheat,Wheat,13.3,399.0,30.0,PAID
MDM008830,2025-08-16,Saturday,0,SCH0247,Sharma Traders,Sharma Group,Mustard Oil,Mustard Oil,25.0,3000.0,120.0,
MDM000083,2025-08-16,Saturday,0,SCH0255,Sharma Traders,Sharma Group,Pulses / Dal,Lentils,23.6,2124.0,90.0,PAID
MDM009183,2025-08-16,Saturday,0,SCH0294,Sharma Traders,Sharma Group,Wheat,WHEAT,,1701.0,,DUE
MDM008089,2025-08-16,Saturday,0,SCH0351,Sharma Traders,Sharma Group,Pulses / Dal,Daal,,4347.0,,PENDING
MDM001797,2025-08-16,Saturday,0,SCH0373,Kumar General Store,Kumar Group,Pulses / Dal,Pulses,37.1,3339.0,90.0,PAID
MDM001653,2025-08-16,Saturday,0,SCH0398,Kumar Supplies,Kumar Supplies Group,Pulses / Dal,Pulses,49.8,4482.0,90.0,PAID
MDM011321,2025-08-16,Saturday,0,SCH0401,Kumar General Store,Kumar Group,Rice,chawal,,1416.0,,DUE
MDM009689,2025-08-16,Saturday,0,SCH0433,Kumar Supplies,Kumar Supplies Group,Mustard Oil,Mustard Oil,47.0,5640.0,120.0,PAID
MDM001447,2025-08-16,Saturday,0,SCH0456,Sharma Traders,Sharma Group,Rice,Chawal,19.8,792.0,40.0,
MDM000014,2025-08-16,Saturday,0,SCH0483,Kumar & Co.,Kumar Group,Mustard Oil,Oil,18.8,2256.0,120.0,DUE
MDM001476,2025-08-16,Saturday,0,SCH0511,Goyal Rice Mill,Goyal Group,Pulses / Dal,Pulses,37.5,3375.0,90.0,PENDING
MDM009956,2025-08-16,Saturday,0,SCH0533,Sharma & Sons,Sharma Group,Wheat,Wheat,57.0,1710.0,30.0,PENDING
MDM001341,2025-08-16,Saturday,0,SCH0557,Goyal Rice Mill,Goyal Group,Wheat,Atta,,1764.0,,PENDING
MDM008683,2025-08-17,Sunday,1,SCH0026,Goyal Enterprises,Goyal Group,Wheat,Wheat,28.5,855.0,30.0,PAID
MDM006947,2025-08-17,Sunday,1,SCH0027,S. Agro Works,Singh Group,Mustard Oil,Oil,48.1,5772.0,120.0,PAID
MDM005030,2025-08-17,Sunday,1,SCH0039,Kumar & Co.,Kumar Group,Mustard Oil,Oil,,6264.0,,PENDING
MDM005916,2025-08-17,Sunday,1,SCH0059,Kumar General Store,Kumar Group,Mustard Oil,Cooking Oil,58.8,7056.0,120.0,PAID
MDM007981,2025-08-17,Sunday,1,SCH0080,Singh Brothers,Singh Group,Mustard Oil,Mustard Oil,57.8,6936.0,120.0,PENDING
MDM001804,2025-08-17,Sunday,1,SCH0092,Singh Agro,Singh Group,Wheat,Gehun,16.3,489.0,30.0,PENDING
MDM007548,2025-08-17,Sunday,1,SCH0144,Sharma Traders,Sharma Group,Wheat,gehun,16.1,483.0,30.0,PENDING
MDM008495,2025-08-17,Sunday,1,SCH0209,Kumar & Co.,Kumar Group,Rice,chawal,46.3,1852.0,40.0,PAID
MDM000952,2025-08-17,Sunday,1,SCH0211,Kumar & Co.,Kumar Group,Wheat,Wheat,,867.0,,DUE
MDM010397,2025-08-17,Sunday,1,SCH0257,Kumar Supplies,Kumar Supplies Group,Wheat,Gehun,25.9,777.0,30.0,DUE
MDM007282,2025-08-17,Sunday,1,SCH0333,Goyal Rice Mill,Goyal Group,Mustard Oil,Cooking Oil,,2436.0,,
MDM003951,2025-08-17,Sunday,1,SCH0358,Sharma Traders,Sharma Group,Rice,Rice,51.3,2052.0,40.0,PENDING
MDM008770,2025-08-17,Sunday,1,SCH0380,Kumar General Store,Kumar Group,Mustard Oil,Oil,15.9,1908.0,120.0,DUE
MDM008807,2025-08-17,Sunday,1,SCH0398,Sharma Traders,Sharma Group,Rice,Rice,49.7,1988.0,40.0,
MDM005267,2025-08-17,Sunday,1,SCH0400,Kumar Supplies,Kumar Supplies Group,Rice,chawal,32.6,1304.0,40.0,PENDING
MDM008422,2025-08-17,Sunday,1,SCH0463,Goyal Enterprises,Goyal Group,Wheat,gehun,10.7,321.0,30.0,PENDING
MDM005083,2025-08-17,Sunday,1,SCH0464,Singh Brothers,Singh Group,Wheat,Wheat,30.4,912.0,30.0,PENDING
MDM004348,2025-08-17,Sunday,1,SCH0466,Kumar Supplies,Kumar Supplies Group,Pulses / Dal,Pulses,57.7,5193.0,90.0,DUE
MDM008014,2025-08-17,Sunday,1,SCH0473,Kumar Supplies,Kumar Supplies Group,Wheat,Gehun,54.1,1623.0,30.0,
MDM011200,2025-08-17,Sunday,1,SCH0473,Singh Agro,Singh Group,Mustard Oil,Cooking Oil,52.4,6288.0,120.0,PAID
MDM005373,2025-08-17,Sunday,1,SCH0480,Kumar General Store,Kumar Group,Mustard Oil,Cooking Oil,57.6,6912.0,120.0,PAID
MDM008862,2025-08-17,Sunday,1,SCH0536,Singh Agro,Singh Group,Rice,Rice,41.9,,,
MDM006166,2025-08-17,Sunday,1,SCH0538,Sharma Traders,Sharma Group,Rice,chawal,36.8,1472.0,40.0,
MDM011516,2025-08-17,Sunday,1,SCH0548,Kumar & Co.,Kumar Group,Wheat,Atta,13.1,393.0,30.0,PENDING
MDM000387,2025-08-17,Sunday,1,SCH0550,Kumar Supplies,Kumar Supplies Group,Pulses / Dal,Dal,59.3,5337.0,90.0,PAID
MDM007146,2025-08-17,Sunday,1,SCH0574,Singh Brothers,Singh Group,Rice,chawal,13.4,536.0,40.0,PENDING
MDM002806,2025-08-17,Sunday,1,SCH0590,Kumar & Co.,Kumar Group,Wheat,Gehun,20.6,618.0,30.0,PAID
MDM009977,2025-08-18,Monday,0,SCH0057,Singh Agro,Singh Group,Rice,Chawal,15.0,600.0,40.0,PAID
MDM007556,2025-08-18,Monday,0,SCH0064,S. Agro Works,Singh Group,Pulses / Dal,Pulses,15.2,1368.0,90.0,PENDING
MDM005654,2025-08-18,Monday,0,SCH0081,Singh Brothers,Singh Group,Pulses / Dal,Daal,,4941.0,,
MDM006401,2025-08-18,Monday,0,SCH0099,Goyal Rice Mill,Goyal Group,Mustard Oil,Sarson Tel,36.0,4320.0,120.0,PAID
MDM008365,2025-08-18,Monday,0,SCH0107,Kumar & Co.,Kumar Group,Pulses / Dal,dal,21.8,1962.0,90.0,PENDING
MDM004326,2025-08-18,Monday,0,SCH0111,Sharma Traders,Sharma Group,Wheat,gehun,37.0,1110.0,30.0,PAID
MDM005726,2025-08-18,Monday,0,SCH0130,Singh Agro,Singh Group,Mustard Oil,Sarson Tel,46.4,5568.0,120.0,PAID
MDM008003,2025-08-18,Monday,0,SCH0202,S. Agro Works,Singh Group,Pulses / Dal,Pulses,25.7,2313.0,90.0,PAID
MDM008618,2025-08-18,Monday,0,SCH0222,S. Agro Works,Singh Group,Rice,Chawal,41.7,1668.0,40.0,PENDING
MDM009614,2025-08-18,Monday,0,SCH0226,Kumar & Co.,Kumar Group,Rice,RICE,55.4,2216.0,40.0,
MDM010916,2025-08-18,Monday,0,SCH0249,S. Agro Works,Singh Group,Rice,Rice,30.4,1216.0,40.0,PAID
MDM003983,2025-08-18,Monday,0,SCH0269,Sharma Traders,Sharma Group,Rice,RICE,26.3,1052.0,40.0,PAID
MDM004155,2025-08-18,Monday,0,SCH0345,Goyal Rice Mill,Goyal Group,Pulses / Dal,Daal,,1323.0,,PAID
MDM006467,2025-08-18,Monday,0,SCH0372,Sharma Traders,Sharma Group,Mustard Oil,Cooking Oil,55.7,6684.0,120.0,PAID
MDM005394,2025-08-18,Monday,0,SCH0372,Sharma & Sons,Sharma Group,Wheat,gehun,,324.0,,
MDM000085,2025-08-18,Monday,0,SCH0381,Sharma Traders,Sharma Group,Mustard Oil,Cooking Oil,,3888.0,,PAID
MDM004600,2025-08-18,Monday,0,SCH0390,Singh Agro,Singh Group,Wheat,gehun,18.3,549.0,30.0,DUE
MDM000086,2025-08-18,Monday,0,SCH0392,Goyal Enterprises,Goyal Group,Wheat,gehun,20.3,,,PAID
MDM001359,2025-08-18,Monday,0,SCH0405,Singh Brothers,Singh Group,Pulses / Dal,Pulses,49.2,4428.0,90.0,PAID
MDM011742,2025-08-18,Monday,0,SCH0409,Goyal Rice Mill,Goyal Group,Rice,RICE,25.6,1024.0,40.0,PAID
MDM003525,2025-08-18,Monday,0,SCH0430,Goyal Rice Mill,Goyal Group,Rice,Chawal,14.0,560.0,40.0,
MDM007669,2025-08-18,Monday,0,SCH0430,Kumar & Co.,Kumar Group,Rice,Rice,10.8,432.0,40.0,PAID
MDM002050,2025-08-18,Monday,0,SCH0433,Kumar General Store,Kumar Group,Mustard Oil,Oil,32.0,3840.0,120.0,PAID
MDM011423,2025-08-18,Monday,0,SCH0439,Goyal Rice Mill,Goyal Group,Mustard Oil,Cooking Oil,37.8,4536.0,120.0,DUE
MDM011704,2025-08-18,Monday,0,SCH0466,Sharma Traders,Sharma Group,Wheat,Wheat,27.2,816.0,30.0,PENDING
MDM011869,2025-08-18,Monday,0,SCH0477,Singh Agro,Singh Group,Rice,Chawal,34.9,1396.0,40.0,
MDM011253,2025-08-18,Monday,0,SCH0486,Sharma Traders,Sharma Group,Pulses / Dal,Pulses,21.1,1899.0,90.0,PENDING
MDM001628,2025-08-18,Monday,0,SCH0544,Singh Brothers,Singh Group,Mustard Oil,Cooking Oil,46.3,5556.0,120.0,PENDING
MDM006674,2025-08-18,Monday,0,SCH0588,Goyal Rice Mill,Goyal Group,Mustard Oil,Oil,10.9,1308.0,120.0,PAID
MDM003609,2025-08-18,Monday,0,SCH0596,Singh Brothers,Singh Group,Wheat,Atta,25.6,768.0,30.0,PENDING
MDM002818,2025-08-19,Tuesday,0,SCH0020,Singh Agro,Singh Group,Mustard Oil,Cooking Oil,,5976.0,,PENDING
MDM011564,2025-08-19,Tuesday,0,SCH0055,Singh Brothers,Singh Group,Rice,Chawal,51.7,2068.0,40.0,
MDM000565,2025-08-19,Tuesday,0,SCH0055,Sharma Traders,Sharma Group,Wheat,WHEAT,23.4,702.0,30.0,PAID
MDM010959,2025-08-19,Tuesday,0,SCH0082,Sharma Traders,Sharma Group,Mustard Oil,Cooking Oil,55.5,6660.0,120.0,PENDING
MDM003167,2025-08-19,Tuesday,0,SCH0128,Goyal Rice Mill,Goyal Group,Rice,chawal,41.5,1660.0,40.0,PAID
MDM004123,2025-08-19,Tuesday,0,SCH0164,Sharma & Sons,Sharma Group,Mustard Oil,Cooking Oil,15.9,1908.0,120.0,PAID
MDM009742,2025-08-19,Tuesday,0,SCH0170,Goyal Rice Mill,Goyal Group,Pulses / Dal,Pulses,50.9,4581.0,90.0,PAID
MDM011279,2025-08-19,Tuesday,0,SCH0210,Kumar Supplies,Kumar Supplies Group,Wheat,WHEAT,18.0,540.0,30.0,PENDING
MDM011973,2025-08-19,Tuesday,0,SCH0214,Singh Agro,Singh Group,Mustard Oil,Sarson Tel,19.9,2388.0,120.0,PAID
MDM005104,2025-08-19,Tuesday,0,SCH0225,S. Agro Works,Singh Group,Wheat,Atta,45.9,1377.0,30.0,PAID
MDM009130,2025-08-19,Tuesday,0,SCH0248,S. Agro Works,Singh Group,Pulses / Dal,Pulses,25.3,2277.0,90.0,
MDM009604,2025-08-19,Tuesday,0,SCH0276,Goyal Rice Mill,Goyal Group,Rice,Rice,20.0,800.0,40.0,PAID
MDM004079,2025-08-19,Tuesday,0,SCH0276,Sharma Traders,Sharma Group,Pulses / Dal,Dal,42.1,3789.0,90.0,PENDING
MDM006224,2025-08-19,Tuesday,0,SCH0318,Goyal Rice Mill,Goyal Group,Wheat,Atta,14.5,,,PAID
MDM006630,2025-08-19,Tuesday,0,SCH0346,Goyal Enterprises,Goyal Group,Pulses / Dal,Dal,50.5,4545.0,90.0,PAID
MDM011830,2025-08-19,Tuesday,0,SCH0349,Singh Agro,Singh Group,Mustard Oil,Mustard Oil,37.2,4464.0,120.0,PENDING
MDM004667,2025-08-19,Tuesday,0,SCH0360,Sharma Traders,Sharma Group,Wheat,Gehun,50.0,1500.0,30.0,
MDM010262,2025-08-19,Tuesday,0,SCH0402,Kumar & Co.,Kumar Group,Mustard Oil,Cooking Oil,59.8,7176.0,120.0,
MDM005516,2025-08-19,Tuesday,0,SCH0420,Goyal Rice Mill,Goyal Group,Pulses / Dal,Daal,58.2,5238.0,90.0,PAID
MDM001436,2025-08-19,Tuesday,0,SCH0423,Sharma Traders,Sharma Group,Wheat,Gehun,,,,PENDING
MDM005658,2025-08-19,Tuesday,0,SCH0432,Sharma Traders,Sharma Group,Mustard Oil,Mustard Oil,21.5,2580.0,120.0,DUE
MDM010639,2025-08-19,Tuesday,0,SCH0475,Sharma & Sons,Sharma Group,Wheat,Wheat,51.3,1539.0,30.0,PENDING
MDM008448,2025-08-19,Tuesday,0,SCH0477,Kumar General Store,Kumar Group,Wheat,Atta,,588.0,,PENDING
MDM006512,2025-08-19,Tuesday,0,SCH0509,Kumar & Co.,Kumar Group,Wheat,gehun,13.1,393.0,30.0,PAID
MDM008436,2025-08-19,Tuesday,0,SCH0520,Sharma Traders,Sharma Group,Rice,Chawal,44.8,1792.0,40.0,PAID
MDM008196,2025-08-19,Tuesday,0,SCH0548,Singh Brothers,Singh Group,Pulses / Dal,dal,41.7,3753.0,90.0,PAID
MDM011215,2025-08-19,Tuesday,0,SCH0555,Sharma Traders,Sharma Group,Mustard Oil,Oil,31.3,3756.0,120.0,PAID
MDM003412,2025-08-19,Tuesday,0,SCH0557,Sharma Traders,Sharma Group,Rice,Chawal,46.7,1868.0,40.0,DUE
MDM002231,2025-08-19,Tuesday,0,SCH0562,Kumar & Co.,Kumar Group,Rice,chawal,,2356.0,,PAID
MDM006543,2025-08-19,Tuesday,0,SCH0575,S. Agro Works,Singh Group,Pulses / Dal,Dal,47.2,4248.0,90.0,PAID
MDM001560,2025-08-19,Tuesday,0,SCH0588,S. Agro Works,Singh Group,Mustard Oil,Oil,30.0,3600.0,120.0,PAID
MDM006064,2025-08-20,Wednesday,0,SCH0024,Singh Agro,Singh Group,Pulses / Dal,Pulses,15.7,,,DUE
MDM010420,2025-08-20,Wednesday,0,SCH0029,Kumar Supplies,Kumar Supplies Group,Rice,Rice,52.1,2084.0,40.0,PAID
MDM007600,2025-08-20,Wednesday,0,SCH0037,Goyal Rice Mill,Goyal Group,Wheat,WHEAT,22.0,660.0,30.0,PAID
MDM009096,2025-08-20,Wednesday,0,SCH0038,Goyal Enterprises,Goyal Group,Pulses / Dal,dal,16.7,1503.0,90.0,PAID
MDM009896,2025-08-20,Wednesday,0,SCH0043,Kumar & Co.,Kumar Group,Mustard Oil,Oil,58.2,6984.0,120.0,
MDM008376,2025-08-20,Wednesday,0,SCH0054,S. Agro Works,Singh Group,Pulses / Dal,Daal,,4329.0,,DUE
MDM007730,2025-08-20,Wednesday,0,SCH0057,Singh Agro,Singh Group,Pulses / Dal,Daal,27.6,2484.0,90.0,PAID
MDM002148,2025-08-20,Wednesday,0,SCH0084,Goyal Enterprises,Goyal Group,Rice,RICE,54.6,2184.0,40.0,PAID
MDM005056,2025-08-20,Wednesday,0,SCH0090,Goyal Rice Mill,Goyal Group,Wheat,Gehun,19.0,570.0,30.0,PENDING
MDM002455,2025-08-20,Wednesday,0,SCH0100,Singh Brothers,Singh Group,Rice,RICE,,1436.0,,PAID
MDM003765,2025-08-20,Wednesday,0,SCH0103,S. Agro Works,Singh Group,Rice,chawal,48.4,1936.0,40.0,PAID
MDM001383,2025-08-20,Wednesday,0,SCH0121,Sharma Traders,Sharma Group,Mustard Oil,Cooking Oil,21.6,,,PAID
MDM000360,2025-08-20,Wednesday,0,SCH0169,Kumar General Store,Kumar Group,Mustard Oil,Cooking Oil,43.7,5244.0,120.0,DUE
MDM009912,2025-08-20,Wednesday,0,SCH0197,Sharma Traders,Sharma Group,Wheat,gehun,15.1,453.0,30.0,DUE
MDM008220,2025-08-20,Wednesday,0,SCH0213,Sharma Traders,Sharma Group,Pulses / Dal,dal,25.1,2259.0,90.0,PENDING
MDM010178,2025-08-20,Wednesday,0,SCH0214,Singh Agro,Singh Group,Wheat,WHEAT,35.0,1050.0,30.0,PAID
MDM003825,2025-08-20,Wednesday,0,SCH0227,Goyal Rice Mill,Goyal Group,Mustard Oil,Cooking Oil,37.2,4464.0,120.0,PAID
MDM000521,2025-08-20,Wednesday,0,SCH0230,Sharma Traders,Sharma Group,Wheat,gehun,10.8,324.0,30.0,DUE
MDM004231,2025-08-20,Wednesday,0,SCH0261,Sharma Traders,Sharma Group,Rice,chawal,,1980.0,,PENDING
MDM007126,2025-08-20,Wednesday,0,SCH0268,Kumar & Co.,Kumar Group,Rice,Chawal,43.1,1724.0,40.0,PAID
MDM001727,2025-08-20,Wednesday,0,SCH0271,Singh Agro,Singh Group,Mustard Oil,Sarson Tel,38.9,4668.0,120.0,DUE
MDM011799,2025-08-20,Wednesday,0,SCH0276,Singh Agro,Singh Group,Pulses / Dal,Pulses,54.5,,,PENDING
MDM006223,2025-08-20,Wednesday,0,SCH0322,Sharma Traders,Sharma Group,Wheat,Wheat,,753.0,,PAID
MDM010692,2025-08-20,Wednesday,0,SCH0394,Kumar Supplies,Kumar Supplies Group,Wheat,Wheat,10.4,,,PENDING
MDM011855,2025-08-20,Wednesday,0,SCH0405,Sharma Traders,Sharma Group,Rice,chawal,12.1,484.0,40.0,PAID
MDM000407,2025-08-20,Wednesday,0,SCH0414,Goyal Rice Mill,Goyal Group,Pulses / Dal,Dal,22.9,2061.0,90.0,DUE
MDM001435,2025-08-20,Wednesday,0,SCH0437,Kumar & Co.,Kumar Group,Mustard Oil,Mustard Oil,41.7,5004.0,120.0,DUE
MDM006402,2025-08-20,Wednesday,0,SCH0482,Kumar General Store,Kumar Group,Mustard Oil,Mustard Oil,52.8,6336.0,120.0,PAID
MDM004447,2025-08-20,Wednesday,0,SCH0503,Kumar Supplies,Kumar Supplies Group,Pulses / Dal,Lentils,,4680.0,,DUE
MDM010019,2025-08-20,Wednesday,0,SCH0511,Sharma Traders,Sharma Group,Wheat,Atta,13.2,396.0,30.0,PAID
MDM008938,2025-08-20,Wednesday,0,SCH0523,Sharma Traders,Sharma Group,Wheat,Wheat,43.9,1317.0,30.0,PENDING
MDM001906,2025-08-20,Wednesday,0,SCH0543,Kumar General Store,Kumar Group,Mustard Oil,Cooking Oil,43.6,5232.0,120.0,PENDING
MDM006875,2025-08-20,Wednesday,0,SCH0587,Singh Brothers,Singh Group,Pulses / Dal,Pulses,46.4,4176.0,90.0,PENDING
MDM005442,2025-08-21,Thursday,0,SCH0045,S. Agro Works,Singh Group,Pulses / Dal,dal,22.6,,,PAID
MDM006253,2025-08-21,Thursday,0,SCH0060,Goyal Enterprises,Goyal Group,Mustard Oil,Oil,32.4,3888.0,120.0,
MDM011186,2025-08-21,Thursday,0,SCH0080,Sharma Traders,Sharma Group,Wheat,gehun,,1125.0,,PAID
MDM010936,2025-08-21,Thursday,0,SCH0148,Sharma Traders,Sharma Group,Pulses / Dal,Daal,57.2,5148.0,90.0,PAID
MDM010502,2025-08-21,Thursday,0,SCH0173,Goyal Rice Mill,Goyal Group,Rice,Chawal,36.3,1452.0,40.0,PAID
MDM007496,2025-08-21,Thursday,0,SCH0180,Sharma & Sons,Sharma Group,Pulses / Dal,Daal,42.0,3780.0,90.0,PAID
MDM005434,2025-08-21,Thursday,0,SCH0216,Kumar & Co.,Kumar Group,Pulses / Dal,Pulses,10.8,972.0,90.0,PENDING
MDM002694,2025-08-21,Thursday,0,SCH0260,Goyal Rice Mill,Goyal Group,Mustard Oil,Oil,39.5,4740.0,120.0,PAID
MDM007337,2025-08-21,Thursday,0,SCH0271,Goyal Enterprises,Goyal Group,Rice,Chawal,27.0,1080.0,40.0,
MDM005131,2025-08-21,Thursday,0,SCH0295,Sharma Traders,Sharma Group,Wheat,Atta,48.5,1455.0,30.0,PENDING
MDM008268,2025-08-21,Thursday,0,SCH0321,Singh Agro,Singh Group,Mustard Oil,Mustard Oil,11.5,1380.0,120.0,DUE
MDM000095,2025-08-21,Thursday,0,SCH0343,Goyal Enterprises,Goyal Group,Mustard Oil,Mustard Oil,18.3,2196.0,120.0,
MDM008494,2025-08-21,Thursday,0,SCH0375,Singh Agro,Singh Group,Mustard Oil,Sarson Tel,,6528.0,,
MDM008920,2025-08-21,Thursday,0,SCH0403,Singh Brothers,Singh Group,Pulses / Dal,Pulses,48.4,4356.0,90.0,PAID
MDM009077,2025-08-21,Thursday,0,SCH0415,Goyal Rice Mill,Goyal Group,Mustard Oil,Cooking Oil,36.2,4344.0,120.0,PAID
MDM004394,2025-08-21,Thursday,0,SCH0439,Goyal Rice Mill,Goyal Group,Mustard Oil,Mustard Oil,50.8,6096.0,120.0,PAID
MDM006118,2025-08-21,Thursday,0,SCH0440,Kumar & Co.,Kumar Group,Pulses / Dal,Lentils,,1269.0,,PAID
MDM001519,2025-08-21,Thursday,0,SCH0455,Sharma Traders,Sharma Group,Mustard Oil,Cooking Oil,30.6,3672.0,120.0,PAID
MDM004088,2025-08-21,Thursday,0,SCH0462,Sharma Traders,Sharma Group,Rice,Rice,10.5,420.0,40.0,DUE
MDM003544,2025-08-21,Thursday,0,SCH0466,Singh Brothers,Singh Group,Wheat,WHEAT,55.2,,,
MDM008781,2025-08-21,Thursday,0,SCH0528,Kumar General Store,Kumar Group,Pulses / Dal,Dal,15.9,1431.0,90.0,PAID
MDM009076,2025-08-21,Thursday,0,SCH0535,Goyal Rice Mill,Goyal Group,Wheat,WHEAT,14.1,423.0,30.0,DUE
MDM005597,2025-08-21,Thursday,0,SCH0536,Singh Brothers,Singh Group,Rice,Chawal,,2208.0,,
MDM011459,2025-08-21,Thursday,0,SCH0539,Kumar General Store,Kumar Group,Rice,RICE,58.0,2320.0,40.0,PAID
MDM007939,2025-08-21,Thursday,0,SCH0587,Singh Agro,Singh Group,Rice,RICE,17.5,700.0,40.0,PENDING
MDM011451,2025-08-22,Friday,0,SCH0023,S. Agro Works,Singh Group,Rice,Rice,42.2,1688.0,40.0,PAID
MDM006774,2025-08-22,Friday,0,SCH0052,S. Agro Works,Singh Group,Mustard Oil,Oil,49.4,5928.0,120.0,PENDING
MDM001163,2025-08-22,Friday,0,SCH0072,Sharma Traders,Sharma Group,Wheat,Wheat,35.2,1056.0,30.0,DUE
MDM000759,2025-08-22,Friday,0,SCH0091,Sharma Traders,Sharma Group,Pulses / Dal,Pulses,31.6,2844.0,90.0,DUE
MDM001005,2025-08-22,Friday,0,SCH0135,Singh Brothers,Singh Group,Mustard Oil,Cooking Oil,37.5,4500.0,120.0,PAID
MDM009683,2025-08-22,Friday,0,SCH0139,Goyal Rice Mill,Goyal Group,Mustard Oil,Mustard Oil,26.6,3192.0,120.0,PAID
MDM007020,2025-08-22,Friday,0,SCH0141,Goyal Rice Mill,Goyal Group,Wheat,Wheat,42.4,1272.0,30.0,
MDM005341,2025-08-22,Friday,0,SCH0189,Goyal Enterprises,Goyal Group,Rice,Rice,11.1,444.0,40.0,PAID
MDM000208,2025-08-22,Friday,0,SCH0190,Goyal Rice Mill,Goyal Group,Wheat,WHEAT,54.3,1629.0,30.0,DUE
MDM005201,2025-08-22,Friday,0,SCH0218,Kumar & Co.,Kumar Group,Pulses / Dal,Daal,36.1,3249.0,90.0,PENDING
MDM006487,2025-08-22,Friday,0,SCH0281,Singh Agro,Singh Group,Pulses / Dal,Dal,39.2,3528.0,90.0,PENDING
MDM003287,2025-08-22,Friday,0,SCH0285,Goyal Enterprises,Goyal Group,Mustard Oil,Cooking Oil,21.7,2604.0,120.0,PAID
MDM001067,2025-08-22,Friday,0,SCH0312,S. Agro Works,Singh Group,Pulses / Dal,Pulses,58.2,5238.0,90.0,
MDM004295,2025-08-22,Friday,0,SCH0330,Goyal Enterprises,Goyal Group,Wheat,WHEAT,42.3,1269.0,30.0,
MDM001423,2025-08-22,Friday,0,SCH0331,Singh Brothers,Singh Group,Rice,Chawal,40.3,1612.0,40.0,PAID
MDM001949,2025-08-22,Friday,0,SCH0370,Goyal Rice Mill,Goyal Group,Rice,chawal,,520.0,,DUE
MDM009679,2025-08-22,Friday,0,SCH0376,Kumar & Co.,Kumar Group,Wheat,Wheat,26.8,804.0,30.0,PAID
MDM010025,2025-08-22,Friday,0,SCH0380,Kumar & Co.,Kumar Group,Wheat,WHEAT,,753.0,,DUE
MDM011592,2025-08-22,Friday,0,SCH0383,Kumar General Store,Kumar Group,Mustard Oil,Oil,,4500.0,,PENDING
MDM002451,2025-08-22,Friday,0,SCH0385,Goyal Enterprises,Goyal Group,Wheat,Wheat,41.4,1242.0,30.0,
MDM009562,2025-08-22,Friday,0,SCH0424,Sharma & Sons,Sharma Group,Rice,RICE,,1004.0,,PAID
MDM002529,2025-08-22,Friday,0,SCH0429,Sharma & Sons,Sharma Group,Wheat,Wheat,45.4,1362.0,30.0,DUE
MDM005448,2025-08-22,Friday,0,SCH0437,Singh Agro,Singh Group,Mustard Oil,Mustard Oil,18.4,2208.0,120.0,DUE
MDM011026,2025-08-22,Friday,0,SCH0439,Goyal Enterprises,Goyal Group,Mustard Oil,Cooking Oil,12.5,1500.0,120.0,DUE
MDM007875,2025-08-22,Friday,0,SCH0477,Kumar & Co.,Kumar Group,Wheat,Atta,23.6,708.0,30.0,DUE
MDM002576,2025-08-22,Friday,0,SCH0509,Goyal Enterprises,Goyal Group,Wheat,Wheat,,759.0,,DUE
MDM001717,2025-08-22,Friday,0,SCH0526,Kumar & Co.,Kumar Group,Mustard Oil,Cooking Oil,,1656.0,,PAID
