record_id,attendance_date,day_of_week,school_id,grade,total_students,present_students,attendance_rate_raw,attendance_rate_capped,teacher_present,marked_by,is_sunday,is_proxy_attendance,is_attendance_overflow,quality_status
ATT0016163,2025-08-13,Wednesday,SCH0305,6,49,37,0.7551,0.7551,1.0,Headmaster,0,0,0,VALID
ATT0001949,2025-08-13,Wednesday,SCH0308,3,239,168,0.7029,0.7029,1.0,Headmaster,0,0,0,VALID
ATT0018546,2025-08-13,Wednesday,SCH0328,2,188,174,0.9255,0.9255,1.0,Class Teacher,0,0,0,VALID
ATT0010016,2025-08-13,Wednesday,SCH0330,9,114,80,0.7018,0.7018,1.0,Headmaster,0,0,0,VALID
ATT0009339,2025-08-13,Wednesday,SCH0334,4,92,81,0.8804,0.8804,1.0,Headmaster,0,0,0,VALID
ATT0012672,2025-08-13,Wednesday,SCH0346,9,294,281,0.9558,0.9558,0.0,,0,0,0,VALID
ATT0018067,2025-08-13,Wednesday,SCH0356,1,143,127,0.8881,0.8881,1.0,Admin,0,0,0,VALID
ATT0014960,2025-08-13,Wednesday,SCH0364,4,146,98,0.6712,0.6712,1.0,Clerk,0,0,0,VALID
ATT0014228,2025-08-13,Wednesday,SCH0365,4,171,124,0.7251,0.7251,1.0,Headmaster,0,0,0,VALID
ATT0007362,2025-08-13,Wednesday,SCH0369,2,148,141,0.9527,0.9527,0.0,Admin,0,0,0,VALID
ATT0006135,2025-08-13,Wednesday,SCH0389,10,162,155,0.9568,0.9568,1.0,Clerk,0,0,0,VALID
ATT0019248,2025-08-13,Wednesday,SCH0389,4,234,193,0.8248,0.8248,1.0,,0,0,0,VALID
ATT0018713,2025-08-13,Wednesday,SCH0397,2,243,230,0.9465,0.9465,,Clerk,0,0,0,VALID
ATT0015526,2025-08-13,Wednesday,SCH0452,2,95,79,0.8316,0.8316,1.0,Headmaster,0,0,0,VALID
ATT_GEN_000396,2025-08-13,Wednesday,SCH0460,8,155,121,0.7806,0.7806,1.0,Clerk,0,0,0,VALID
ATT0014800,2025-08-13,Wednesday,SCH0471,2,158,95,0.6013,0.6013,1.0,Headmaster,0,0,0,VALID
ATT0014288,2025-08-13,Wednesday,SCH0472,4,74,68,0.9189,0.9189,0.0,Headmaster,0,0,0,VALID
ATT0000892,2025-08-13,Wednesday,SCH0479,6,139,93,0.6691,0.6691,1.0,Admin,0,0,0,VALID
ATT0008235,2025-08-13,Wednesday,SCH0484,5,165,124,0.7515,0.7515,0.0,Class Teacher,0,0,0,VALID
ATT0016377,2025-08-13,Wednesday,SCH0498,5,210,173,0.8238,0.8238,1.0,Admin,0,0,0,VALID
ATT0015482,2025-08-13,Wednesday,SCH0499,4,81,54,0.6667,0.6667,0.0,Class Teacher,0,0,0,VALID
ATT0000626,2025-08-13,Wednesday,SCH0508,2,229,169,0.738,0.738,0.0,Class Teacher,0,0,0,VALID
ATT0010570,2025-08-13,Wednesday,SCH0515,5,221,208,0.9412,0.9412,1.0,Headmaster,0,0,0,VALID
ATT0006873,2025-08-13,Wednesday,SCH0524,5,247,229,0.9271,0.9271,1.0,Admin,0,0,0,VALID
ATT0010677,2025-08-13,Wednesday,SCH0543,3,111,81,0.7297,0.7297,1.0,Admin,0,0,0,VALID
ATT_GEN_000090,2025-08-13,Wednesday,SCH0547,4,222,172,0.7748,0.7748,1.0,Class Teacher,0,0,0,VALID
ATT0017449,2025-08-13,Wednesday,SCH0550,9,75,46,0.6133,0.6133,1.0,Headmaster,0,0,0,VALID
ATT0016107,2025-08-13,Wednesday,SCH0569,2,141,133,0.9433,0.9433,1.0,Class Teacher,0,0,0,VALID
ATT0002938,2025-08-13,Wednesday,SCH0575,5,204,156,0.7647,0.7647,0.0,Clerk,0,0,0,VALID
ATT0015538,2025-08-13,Wednesday,SCH0594,4,73,67,0.9178,0.9178,1.0,Headmaster,0,0,0,VALID
ATT0009527,2025-08-13,Wednesday,SCH0598,10,261,252,0.9655,0.9655,0.0,Headmaster,0,0,0,VALID
ATT0006122,2025-08-14,Thursday,SCH0010,5,71,58,0.8169,0.8169,1.0,Class Teacher,0,0,0,VALID
ATT0017133,2025-08-14,Thursday,SCH0024,4,253,210,0.83,0.83,1.0,Class Teacher,0,0,0,VALID
ATT0016237,2025-08-14,Thursday,SCH0031,2,257,165,0.642,0.642,,,0,0,0,VALID
ATT0006469,2025-08-14,Thursday,SCH0041,3,158,128,0.8101,0.8101,1.0,Class Teacher,0,0,0,VALID
ATT0000224,2025-08-14,Thursday,SCH0061,2,223,210,0.9417,0.9417,1.0,Clerk,0,0,0,VALID
ATT0017933,2025-08-14,Thursday,SCH0062,2,215,186,0.8651,0.8651,1.0,Admin,0,0,0,VALID
ATT_GEN_000313,2025-08-14,Thursday,SCH0067,5,249,234,0.9398,0.9398,1.0,Class Teacher,0,0,0,VALID
ATT0004914,2025-08-14,Thursday,SCH0073,5,218,136,0.6239,0.6239,1.0,Headmaster,0,0,0,VALID
ATT0010019,2025-08-14,Thursday,SCH0077,5,201,133,0.6617,0.6617,1.0,Headmaster,0,0,0,VALID
ATT0015681,2025-08-14,Thursday,SCH0081,5,205,167,0.8146,0.8146,1.0,Class Teacher,0,0,0,VALID
ATT0004273,2025-08-14,Thursday,SCH0088,6,99,77,0.7778,0.7778,1.0,,0,0,0,VALID
ATT0015609,2025-08-14,Thursday,SCH0099,1,195,151,0.7744,0.7744,1.0,,0,0,0,VALID
ATT0008376,2025-08-14,Thursday,SCH0103,5,125,82,0.656,0.656,1.0,Admin,0,0,0,VALID
ATT0013309,2025-08-14,Thursday,SCH0103,8,195,131,0.6718,0.6718,1.0,Class Teacher,0,0,0,VALID
ATT0015979,2025-08-14,Thursday,SCH0105,5,293,281,0.959,0.959,1.0,Headmaster,0,0,0,VALID
ATT0001865,2025-08-14,Thursday,SCH0112,4,99,88,0.8889,0.8889,1.0,Headmaster,0,0,0,VALID
ATT0000982,2025-08-14,Thursday,SCH0121,6,53,68,1.283,1.0,1.0,Headmaster,0,0,1,INVALID_OVERFLOW
ATT0019586,2025-08-14,Thursday,SCH0144,2,274,264,0.9635,0.9635,1.0,Headmaster,0,0,0,VALID
ATT0005862,2025-08-14,Thursday,SCH0147,5,298,233,0.7819,0.7819,1.0,,0,0,0,VALID
ATT0014992,2025-08-14,Thursday,SCH0173,3,198,174,0.8788,0.8788,1.0,Admin,0,0,0,VALID
ATT0015735,2025-08-14,Thursday,SCH0180,10,67,59,0.8806,0.8806,1.0,Headmaster,0,0,0,VALID
ATT0017298,2025-08-14,Thursday,SCH0194,2,143,114,0.7972,0.7972,1.0,Class Teacher,0,0,0,VALID
ATT0017020,2025-08-14,Thursday,SCH0195,3,212,178,0.8396,0.8396,1.0,Admin,0,0,0,VALID
ATT0008331,2025-08-14,Thursday,SCH0203,1,58,53,0.9138,0.9138,1.0,Class Teacher,0,0,0,VALID
ATT0013938,2025-08-14,Thursday,SCH0209,3,266,171,0.6429,0.6429,1.0,,0,0,0,VALID
ATT0005904,2025-08-14,Thursday,SCH0258,3,208,164,0.7885,0.7885,1.0,Admin,0,0,0,VALID
ATT0011810,2025-08-14,Thursday,SCH0291,4,108,94,0.8704,0.8704,0.0,Headmaster,0,0,0,VALID
ATT0011150,2025-08-14,Thursday,SCH0325,2,272,229,0.8419,0.8419,1.0,Class Teacher,0,0,0,VALID
ATT0005504,2025-08-14,Thursday,SCH0329,1,109,95,0.8716,0.8716,,Admin,0,0,0,VALID
ATT_GEN_000163,2025-08-14,Thursday,SCH0331,4,60,36,0.6,0.6,0.0,Class Teacher,0,0,0,VALID
ATT0015408,2025-08-14,Thursday,SCH0332,1,191,140,0.733,0.733,1.0,Headmaster,0,0,0,VALID
ATT0007003,2025-08-14,Thursday,SCH0342,5,212,144,0.6792,0.6792,1.0,,0,0,0,VALID
ATT0002440,2025-08-14,Thursday,SCH0344,4,252,220,0.873,0.873,1.0,Admin,0,0,0,VALID
ATT0018157,2025-08-14,Thursday,SCH0353,9,43,30,0.6977,0.6977,0.0,Headmaster,0,0,0,VALID
ATT0017961,2025-08-14,Thursday,SCH0354,4,130,121,0.9308,0.9308,1.0,Admin,0,0,0,VALID
ATT0014274,2025-08-14,Thursday,SCH0367,8,213,136,0.6385,0.6385,1.0,Admin,0,0,0,VALID
ATT0011084,2025-08-14,Thursday,SCH0367,9,213,184,0.8638,0.8638,1.0,Headmaster,0,0,0,VALID
ATT0010038,2025-08-14,Thursday,SCH0371,4,296,195,0.6588,0.6588,1.0,Admin,0,0,0,VALID
ATT0012481,2025-08-14,Thursday,SCH0372,1,55,35,0.6364,0.6364,0.0,Headmaster,0,0,0,VALID
ATT0013536,2025-08-14,Thursday,SCH0373,5,195,159,0.8154,0.8154,0.0,,0,0,0,VALID
ATT0000991,2025-08-14,Thursday,SCH0388,8,256,213,0.832,0.832,1.0,Clerk,0,0,0,VALID
ATT0009409,2025-08-14,Thursday,SCH0390,4,288,202,0.7014,0.7014,1.0,,0,0,0,VALID
ATT0012257,2025-08-14,Thursday,SCH0449,4,180,160,0.8889,0.8889,0.0,Class Teacher,0,0,0,VALID
ATT0002892,2025-08-14,Thursday,SCH0453,4,40,34,0.85,0.85,1.0,Clerk,0,0,0,VALID
ATT0003380,2025-08-14,Thursday,SCH0466,6,200,163,0.815,0.815,1.0,Class Teacher,0,0,0,VALID
ATT0019935,2025-08-14,Thursday,SCH0468,3,293,196,0.6689,0.6689,1.0,Admin,0,0,0,VALID
ATT0004240,2025-08-14,Thursday,SCH0484,7,135,83,0.6148,0.6148,0.0,,0,0,0,VALID
ATT0002426,2025-08-14,Thursday,SCH0491,1,257,230,0.8949,0.8949,1.0,Class Teacher,0,0,0,VALID
ATT0007060,2025-08-14,Thursday,SCH0495,1,202,182,0.901,0.901,1.0,Clerk,0,0,0,VALID
ATT0004124,2025-08-14,Thursday,SCH0500,2,50,36,0.72,0.72,0.0,Admin,0,0,0,VALID
ATT0019760,2025-08-14,Thursday,SCH0520,3,199,161,0.809,0.809,0.0,Headmaster,0,0,0,VALID
ATT0011253,2025-08-14,Thursday,SCH0531,10,188,142,0.7553,0.7553,1.0,Headmaster,0,0,0,VALID
ATT0009893,2025-08-14,Thursday,SCH0544,1,144,133,0.9236,0.9236,1.0,Clerk,0,0,0,VALID
ATT0006798,2025-08-14,Thursday,SCH0549,2,121,79,0.6529,0.6529,1.0,,0,0,0,VALID
ATT0006226,2025-08-14,Thursday,SCH0553,5,84,60,0.7143,0.7143,1.0,Admin,0,0,0,VALID
ATT0012813,2025-08-14,Thursday,SCH0559,4,294,204,0.6939,0.6939,1.0,Clerk,0,0,0,VALID
ATT0013570,2025-08-14,Thursday,SCH0568,8,188,178,0.9468,0.9468,1.0,Clerk,0,0,0,VALID
ATT0007273,2025-08-14,Thursday,SCH0570,4,106,75,0.7075,0.7075,1.0,Headmaster,0,0,0,VALID
ATT0019668,2025-08-14,Thursday,SCH0593,6,93,87,0.9355,0.9355,1.0,Clerk,0,0,0,VALID
ATT0017263,2025-08-14,Thursday,SCH0594,3,109,83,0.7615,0.7615,1.0,Class Teacher,0,0,0,VALID
ATT0006494,2025-08-15,Friday,SCH0012,4,176,145,0.8239,0.8239,1.0,Clerk,0,0,0,VALID
ATT0009882,2025-08-15,Friday,SCH0022,8,130,86,0.6615,0.6615,1.0,Headmaster,0,0,0,VALID
ATT0007402,2025-08-15,Friday,SCH0033,6,141,87,0.617,0.617,1.0,Clerk,0,0,0,VALID
ATT0019723,2025-08-15,Friday,SCH0052,2,292,246,0.8425,0.8425,1.0,,0,0,0,VALID
ATT0002722,2025-08-15,Friday,SCH0058,4,288,235,0.816,0.816,1.0,Admin,0,0,0,VALID
ATT0005902,2025-08-15,Friday,SCH0062,6,97,94,0.9691,0.9691,1.0,Headmaster,0,0,0,VALID
ATT0015344,2025-08-15,Friday,SCH0070,10,262,236,0.9008,0.9008,1.0,Class Teacher,0,0,0,VALID
ATT0008997,2025-08-15,Friday,SCH0076,7,180,130,0.7222,0.7222,1.0,Class Teacher,0,0,0,VALID
ATT0006181,2025-08-15,Friday,SCH0097,2,276,267,0.9674,0.9674,1.0,Class Teacher,0,0,0,VALID
ATT0010562,2025-08-15,Friday,SCH0116,2,137,98,0.7153,0.7153,1.0,Class Teacher,0,0,0,VALID
ATT0019558,2025-08-15,Friday,SCH0120,7,87,104,1.1954,1.0,1.0,,0,0,1,INVALID_OVERFLOW
ATT0013382,2025-08-15,Friday,SCH0129,4,270,263,0.9741,0.9741,1.0,Headmaster,0,0,0,VALID
ATT0008393,2025-08-15,Friday,SCH0129,5,226,169,0.7478,0.7478,,Headmaster,0,0,0,VALID
ATT0013007,2025-08-15,Friday,SCH0154,9,276,207,0.75,0.75,1.0,,0,0,0,VALID
ATT0018182,2025-08-15,Friday,SCH0163,3,249,222,0.8916,0.8916,1.0,Headmaster,0,0,0,VALID
ATT0002952,2025-08-15,Friday,SCH0176,7,196,119,0.6071,0.6071,1.0,Class Teacher,0,0,0,VALID
ATT0015390,2025-08-15,Friday,SCH0187,3,290,196,0.6759,0.6759,1.0,Class Teacher,0,0,0,VALID
ATT0002346,2025-08-15,Friday,SCH0202,8,253,213,0.8419,0.8419,1.0,Clerk,0,0,0,VALID
ATT0019266,2025-08-15,Friday,SCH0214,5,230,141,0.613,0.613,1.0,Clerk,0,0,0,VALID
ATT0018708,2025-08-15,Friday,SCH0216,5,300,285,0.95,0.95,1.0,,0,0,0,VALID
ATT0010018,2025-08-15,Friday,SCH0243,1,257,198,0.7704,0.7704,1.0,Headmaster,0,0,0,VALID
ATT0011534,2025-08-15,Friday,SCH0264,3,132,98,0.7424,0.7424,1.0,,0,0,0,VALID
ATT0000614,2025-08-15,Friday,SCH0336,2,289,234,0.8097,0.8097,1.0,Headmaster,0,0,0,VALID
ATT0002661,2025-08-15,Friday,SCH0352,8,129,95,0.7364,0.7364,1.0,Clerk,0,0,0,VALID
ATT0009408,2025-08-15,Friday,SCH0361,5,119,104,0.8739,0.8739,1.0,,0,0,0,VALID
ATT0009486,2025-08-15,Friday,SCH0362,4,115,91,0.7913,0.7913,1.0,,0,0,0,VALID
ATT0006523,2025-08-15,Friday,SCH0393,6,222,211,0.9505,0.9505,1.0,Clerk,0,0,0,VALID
ATT0001818,2025-08-15,Friday,SCH0395,10,242,262,1.0826,1.0,1.0,,0,0,1,INVALID_OVERFLOW
ATT0003207,2025-08-15,Friday,SCH0416,6,42,28,0.6667,0.6667,1.0,Headmaster,0,0,0,VALID
ATT0010156,2025-08-15,Friday,SCH0418,2,277,253,0.9134,0.9134,1.0,Clerk,0,0,0,VALID
ATT0013913,2025-08-15,Friday,SCH0419,4,244,182,0.7459,0.7459,1.0,Class Teacher,0,0,0,VALID
ATT0005326,2025-08-15,Friday,SCH0433,3,242,200,0.8264,0.8264,1.0,,0,0,0,VALID
ATT0012688,2025-08-15,Friday,SCH0452,1,92,73,0.7935,0.7935,1.0,Clerk,0,0,0,VALID
ATT0001484,2025-08-15,Friday,SCH0456,7,121,81,0.6694,0.6694,1.0,,0,0,0,VALID
ATT0011578,2025-08-15,Friday,SCH0473,3,64,43,0.6719,0.6719,0.0,,0,0,0,VALID
ATT0000692,2025-08-15,Friday,SCH0479,4,270,201,0.7444,0.7444,1.0,,0,0,0,VALID
ATT0004105,2025-08-15,Friday,SCH0488,5,213,188,0.8826,0.8826,1.0,,0,0,0,VALID
ATT0001785,2025-08-15,Friday,SCH0502,7,118,126,1.0678,1.0,1.0,,0,0,1,INVALID_OVERFLOW
ATT0007564,2025-08-15,Friday,SCH0511,5,164,118,0.7195,0.7195,1.0,Admin,0,0,0,VALID
ATT0005826,2025-08-15,Friday,SCH0511,3,170,150,0.8824,0.8824,1.0,Admin,0,0,0,VALID
ATT0004934,2025-08-15,Friday,SCH0512,2,297,251,0.8451,0.8451,1.0,Headmaster,0,0,0,VALID
ATT0009840,2025-08-15,Friday,SCH0534,7,58,53,0.9138,0.9138,1.0,,0,0,0,VALID
ATT0018565,2025-08-15,Friday,SCH0547,3,217,201,0.9263,0.9263,1.0,,0,0,0,VALID
ATT0011658,2025-08-15,Friday,SCH0547,7,130,115,0.8846,0.8846,1.0,,0,0,0,VALID
ATT0015995,2025-08-15,Friday,SCH0571,1,196,147,0.75,0.75,1.0,Headmaster,0,0,0,VALID
ATT0011668,2025-08-15,Friday,SCH0578,5,82,75,0.9146,0.9146,0.0,,0,0,0,VALID
ATT0005414,2025-08-15,Friday,SCH0580,6,133,119,0.8947,0.8947,1.0,Headmaster,0,0,0,VALID
ATT0009352,2025-08-15,Friday,SCH0597,1,190,134,0.7053,0.7053,1.0,Admin,0,0,0,VALID
ATT0007313,2025-08-16,Saturday,SCH0016,5,206,130,0.6311,0.6311,1.0,Admin,0,0,0,VALID
ATT0016127,2025-08-16,Saturday,SCH0055,1,122,84,0.6885,0.6885,1.0,Headmaster,0,0,0,VALID
ATT0000189,2025-08-16,Saturday,SCH0057,10,202,156,0.7723,0.7723,1.0,,0,0,0,VALID
ATT0009643,2025-08-16,Saturday,SCH0058,8,154,134,0.8701,0.8701,1.0,Class Teacher,0,0,0,VALID
ATT0008579,2025-08-16,Saturday,SCH0059,6,151,116,0.7682,0.7682,1.0,Headmaster,0,0,0,VALID
ATT0004658,2025-08-16,Saturday,SCH0062,5,114,68,0.5965,0.5965,1.0,Admin,0,0,0,VALID
ATT0014002,2025-08-16,Saturday,SCH0069,2,52,44,0.8462,0.8462,1.0,Admin,0,0,0,VALID
ATT0015066,2025-08-16,Saturday,SCH0072,6,82,53,0.6463,0.6463,1.0,Class Teacher,0,0,0,VALID
ATT0007749,2025-08-16,Saturday,SCH0079,6,247,204,0.8259,0.8259,0.0,Headmaster,0,0,0,VALID
ATT0002978,2025-08-16,Saturday,SCH0091,10,127,117,0.9213,0.9213,0.0,Headmaster,0,0,0,VALID
ATT0011257,2025-08-16,Saturday,SCH0096,5,54,48,0.8889,0.8889,1.0,,0,0,0,VALID
ATT0004834,2025-08-16,Saturday,SCH0111,2,240,221,0.9208,0.9208,1.0,Headmaster,0,0,0,VALID
ATT0004567,2025-08-16,Saturday,SCH0113,3,277,178,0.6426,0.6426,1.0,Headmaster,0,0,0,VALID
ATT0000403,2025-08-16,Saturday,SCH0135,5,145,96,0.6621,0.6621,1.0,,0,0,0,VALID
ATT0009492,2025-08-16,Saturday,SCH0142,3,191,153,0.801,0.801,1.0,Clerk,0,0,0,VALID
ATT0017498,2025-08-16,Saturday,SCH0153,2,283,274,0.9682,0.9682,1.0,Admin,0,0,0,VALID
ATT0006263,2025-08-16,Saturday,SCH0162,8,196,182,0.9286,0.9286,1.0,Headmaster,0,0,0,VALID
ATT0008262,2025-08-16,Saturday,SCH0189,4,230,200,0.8696,0.8696,0.0,Clerk,0,0,0,VALID
ATT0018273,2025-08-16,Saturday,SCH0212,4,145,89,0.6138,0.6138,1.0,Clerk,0,0,0,VALID
ATT0008472,2025-08-16,Saturday,SCH0216,8,211,144,0.6825,0.6825,0.0,Clerk,0,0,0,VALID
ATT0000913,2025-08-16,Saturday,SCH0224,2,153,142,0.9281,0.9281,1.0,,0,0,0,VALID
ATT0005208,2025-08-16,Saturday,SCH0235,3,54,47,0.8704,0.8704,1.0,Headmaster,0,0,0,VALID
ATT0003583,2025-08-16,Saturday,SCH0240,4,64,48,0.75,0.75,1.0,Headmaster,0,0,0,VALID
ATT0017154,2025-08-16,Saturday,SCH0245,5,104,68,0.6538,0.6538,0.0,Class Teacher,0,0,0,VALID
ATT0005682,2025-08-16,Saturday,SCH0247,10,272,206,0.7574,0.7574,0.0,Headmaster,0,0,0,VALID
ATT0007385,2025-08-16,Saturday,SCH0252,1,70,50,0.7143,0.7143,1.0,,0,0,0,VALID
ATT0006007,2025-08-16,Saturday,SCH0265,6,84,70,0.8333,0.8333,1.0,Headmaster,0,0,0,VALID
ATT0017792,2025-08-16,Saturday,SCH0274,9,238,150,0.6303,0.6303,0.0,,0,0,0,VALID
ATT0007110,2025-08-16,Saturday,SCH0301,10,278,177,0.6367,0.6367,1.0,Headmaster,0,0,0,VALID
ATT0001908,2025-08-16,Saturday,SCH0309,1,155,129,0.8323,0.8323,1.0,Headmaster,0,0,0,VALID
ATT0006625,2025-08-16,Saturday,SCH0317,4,76,83,1.0921,1.0,,Admin,0,0,1,INVALID_OVERFLOW
ATT0013655,2025-08-16,Saturday,SCH0321,6,207,156,0.7536,0.7536,1.0,Headmaster,0,0,0,VALID
ATT0012129,2025-08-16,Saturday,SCH0332,7,77,66,0.8571,0.8571,0.0,Clerk,0,0,0,VALID
ATT0004920,2025-08-16,Saturday,SCH0332,8,106,81,0.7642,0.7642,1.0,Clerk,0,0,0,VALID
ATT0018734,2025-08-16,Saturday,SCH0350,5,213,177,0.831,0.831,1.0,,0,0,0,VALID
ATT0005085,2025-08-16,Saturday,SCH0369,3,239,151,0.6318,0.6318,1.0,Clerk,0,0,0,VALID
ATT0017547,2025-08-16,Saturday,SCH0401,5,140,104,0.7429,0.7429,1.0,Headmaster,0,0,0,VALID
ATT0000826,2025-08-16,Saturday,SCH0404,5,170,146,0.8588,0.8588,1.0,Headmaster,0,0,0,VALID
ATT0008017,2025-08-16,Saturday,SCH0414,4,214,149,0.6963,0.6963,1.0,Clerk,0,0,0,VALID
ATT0011011,2025-08-16,Saturday,SCH0417,6,165,175,1.0606,1.0,1.0,Class Teacher,0,0,1,INVALID_OVERFLOW
ATT0012176,2025-08-16,Saturday,SCH0424,5,270,222,0.8222,0.8222,0.0,Headmaster,0,0,0,VALID
ATT0005084,2025-08-16,Saturday,SCH0440,4,260,158,0.6077,0.6077,,Clerk,0,0,0,VALID
ATT0001478,2025-08-16,Saturday,SCH0467,5,46,37,0.8043,0.8043,1.0,Admin,0,0,0,VALID
ATT0019540,2025-08-16,Saturday,SCH0491,5,253,173,0.6838,0.6838,1.0,Clerk,0,0,0,VALID
ATT0011667,2025-08-16,Saturday,SCH0491,5,173,166,0.9595,0.9595,1.0,Headmaster,0,0,0,VALID
ATT0001808,2025-08-16,Saturday,SCH0495,7,222,199,0.8964,0.8964,1.0,Class Teacher,0,0,0,VALID
ATT0007251,2025-08-16,Saturday,SCH0519,5,231,172,0.7446,0.7446,1.0,,0,0,0,VALID
ATT0009485,2025-08-16,Saturday,SCH0538,4,106,66,0.6226,0.6226,0.0,Headmaster,0,0,0,VALID
ATT0014681,2025-08-16,Saturday,SCH0538,4,269,280,1.0409,1.0,1.0,Headmaster,0,0,1,INVALID_OVERFLOW
ATT0015523,2025-08-16,Saturday,SCH0566,4,140,105,0.75,0.75,1.0,Headmaster,0,0,0,VALID
ATT0017967,2025-08-16,Saturday,SCH0574,3,225,156,0.6933,0.6933,0.0,,0,0,0,VALID
ATT0017088,2025-08-16,Saturday,SCH0586,2,136,104,0.7647,0.7647,1.0,Class Teacher,0,0,0,VALID
ATT0007228,2025-08-16,Saturday,SCH0588,4,134,97,0.7239,0.7239,,Clerk,0,0,0,VALID
ATT0006541,2025-08-16,Saturday,SCH0599,5,76,66,0.8684,0.8684,0.0,Headmaster,0,0,0,VALID
ATT0017343,2025-08-17,Sunday,SCH0010,4,77,77,1.0,1.0,1.0,Headmaster,1,1,0,SUSPICIOUS_PROXY
ATT0011562,2025-08-17,Sunday,SCH0012,5,89,54,0.6067,0.6067,1.0,Headmaster,1,0,0,SUSPICIOUS_SUNDAY
ATT0002925,2025-08-17,Sunday,SCH0014,4,166,112,0.6747,0.6747,1.0,Class Teacher,1,0,0,SUSPICIOUS_SUNDAY
ATT0004313,2025-08-17,Sunday,SCH0019,1,249,159,0.6386,0.6386,1.0,Headmaster,1,0,0,SUSPICIOUS_SUNDAY
ATT0002565,2025-08-17,Sunday,SCH0027,8,115,115,1.0,1.0,1.0,,1,1,0,SUSPICIOUS_PROXY
ATT0000803,2025-08-17,Sunday,SCH0034,3,98,71,0.7245,0.7245,1.0,Headmaster,1,0,0,SUSPICIOUS_SUNDAY
ATT0008219,2025-08-17,Sunday,SCH0040,4,212,164,0.7736,0.7736,1.0,,1,0,0,SUSPICIOUS_SUNDAY
ATT0010063,2025-08-17,Sunday,SCH0042,9,280,280,1.0,1.0,1.0,Class Teacher,1,1,0,SUSPICIOUS_PROXY
ATT0001095,2025-08-17,Sunday,SCH0054,6,237,195,0.8228,0.8228,1.0,Clerk,1,0,0,SUSPICIOUS_SUNDAY
ATT0007509,2025-08-17,Sunday,SCH0091,6,60,38,0.6333,0.6333,,Clerk,1,0,0,SUSPICIOUS_SUNDAY
ATT0000488,2025-08-17,Sunday,SCH0111,10,79,79,1.0,1.0,1.0,Class Teacher,1,1,0,SUSPICIOUS_PROXY
ATT0018233,2025-08-17,Sunday,SCH0145,3,244,208,0.8525,0.8525,1.0,Headmaster,1,0,0,SUSPICIOUS_SUNDAY
ATT0002443,2025-08-17,Sunday,SCH0146,2,181,127,0.7017,0.7017,0.0,Headmaster,1,0,0,SUSPICIOUS_SUNDAY
ATT0014439,2025-08-17,Sunday,SCH0151,3,196,149,0.7602,0.7602,1.0,Headmaster,1,0,0,SUSPICIOUS_SUNDAY
ATT_GEN_000103,2025-08-17,Sunday,SCH0154,8,218,135,0.6193,0.6193,1.0,,1,0,0,SUSPICIOUS_SUNDAY
ATT0014059,2025-08-17,Sunday,SCH0168,4,142,136,0.9577,0.9577,1.0,Clerk,1,0,0,SUSPICIOUS_SUNDAY
ATT0001180,2025-08-17,Sunday,SCH0173,10,160,96,0.6,0.6,1.0,Headmaster,1,0,0,SUSPICIOUS_SUNDAY
ATT0010802,2025-08-17,Sunday,SCH0180,4,226,162,0.7168,0.7168,1.0,Class Teacher,1,0,0,SUSPICIOUS_SUNDAY
ATT0013862,2025-08-17,Sunday,SCH0192,7,102,63,0.6176,0.6176,1.0,Headmaster,1,0,0,SUSPICIOUS_SUNDAY
ATT0008062,2025-08-17,Sunday,SCH0215,10,123,96,0.7805,0.7805,1.0,Clerk,1,0,0,SUSPICIOUS_SUNDAY
ATT0001539,2025-08-17,Sunday,SCH0220,5,262,223,0.8511,0.8511,,Headmaster,1,0,0,SUSPICIOUS_SUNDAY
ATT0011362,2025-08-17,Sunday,SCH0227,2,212,133,0.6274,0.6274,1.0,,1,0,0,SUSPICIOUS_SUNDAY
ATT0010713,2025-08-17,Sunday,SCH0235,5,299,315,1.0535,1.0,1.0,Class Teacher,1,0,1,INVALID_OVERFLOW
ATT0001138,2025-08-17,Sunday,SCH0272,3,167,167,1.0,1.0,1.0,Headmaster,1,1,0,SUSPICIOUS_PROXY
ATT0003253,2025-08-17,Sunday,SCH0287,6,48,33,0.6875,0.6875,,Headmaster,1,0,0,SUSPICIOUS_SUNDAY
ATT0017489,2025-08-17,Sunday,SCH0310,8,227,164,0.7225,0.7225,1.0,Clerk,1,0,0,SUSPICIOUS_SUNDAY
ATT0014946,2025-08-17,Sunday,SCH0318,1,81,48,0.5926,0.5926,1.0,Clerk,1,0,0,SUSPICIOUS_SUNDAY
ATT0008377,2025-08-17,Sunday,SCH0325,8,277,269,0.9711,0.9711,1.0,Class Teacher,1,0,0,SUSPICIOUS_SUNDAY
ATT0006287,2025-08-17,Sunday,SCH0327,4,249,200,0.8032,0.8032,1.0,Headmaster,1,0,0,SUSPICIOUS_SUNDAY
ATT0019505,2025-08-17,Sunday,SCH0330,5,187,187,1.0,1.0,1.0,Headmaster,1,1,0,SUSPICIOUS_PROXY
ATT0000325,2025-08-17,Sunday,SCH0347,5,167,113,0.6766,0.6766,1.0,Headmaster,1,0,0,SUSPICIOUS_SUNDAY
ATT0019873,2025-08-17,Sunday,SCH0373,5,295,209,0.7085,0.7085,1.0,,1,0,0,SUSPICIOUS_SUNDAY
ATT0007758,2025-08-17,Sunday,SCH0378,5,69,66,0.9565,0.9565,0.0,,1,0,0,SUSPICIOUS_SUNDAY
